ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
314,112,12,12,0,160,10,80,20,800,400,20,12,30
326,124,12,12,1,160,10,80,20,800,400,20,12,30
338,136,12,12,0,180,10,80,20,800,400,20,12,30
350,148,12,12,0,180,10,80,20,800,400,20,12,30
362,160,12,12,1,180,10,80,20,800,400,20,12,30
374,172,12,12,0,200,10,80,20,800,400,20,12,30
386,184,12,12,0,200,10,80,20,800,400,20,12,30
398,196,12,12,0,200,10,80,20,800,400,20,12,30
410,208,12,12,1,200,10,80,20,800,400,20,12,30
422,220,12,12,0,220,10,80,20,800,400,20,12,30
434,232,12,12,0,220,10,80,20,800,400,20,12,30
446,244,12,12,0,220,10,80,20,800,400,20,12,30
458,256,12,12,1,220,10,80,20,800,400,20,12,30
470,268,12,12,0,240,10,80,20,800,400,20,12,30
482,280,12,12,0,240,10,80,20,800,400,20,12,30
494,292,12,12,0,240,10,80,20,800,400,20,12,30
506,304,12,12,0,240,10,80,20,800,400,20,12,30
518,316,12,12,0,240,10,80,20,800,400,20,12,30
530,328,12,12,0,240,10,80,20,800,400,20,12,30
542,340,12,12,1,240,10,80,20,800,400,20,12,30
554,352,12,12,0,260,10,80,20,800,400,20,12,30
566,364,12,12,0,260,10,80,20,800,400,20,12,30
578,352,12,-12,0,260,10,80,20,800,400,20,12,30
590,340,12,-12,0,260,10,80,20,800,400,20,12,30
602,328,12,-12,0,260,10,80,20,800,400,20,12,30
614,316,12,-12,0,260,10,80,20,800,400,20,12,30
626,304,12,-12,-1,260,10,80,20,800,400,20,12,30
638,292,12,-12,0,240,10,80,20,800,400,20,12,30
650,280,12,-12,0,240,10,80,20,800,400,20,12,30
662,268,12,-12,0,240,10,80,20,800,400,20,12,30
674,256,12,-12,0,240,10,80,20,800,400,20,12,30
686,244,12,-12,-1,240,10,80,20,800,400,20,12,30
698,232,12,-12,0,220,10,80,20,800,400,20,12,30
710,220,12,-12,0,220,10,80,20,800,400,20,12,30
722,208,12,-12,0,220,10,80,20,800,400,20,12,30
734,196,12,-12,-1,220,10,80,20,800,400,20,12,30
746,184,12,-12,0,200,10,80,20,800,400,20,12,30
758,172,12,-12,0,200,10,80,20,800,400,20,12,30
770,160,12,-12,-1,200,10,80,20,800,400,20,12,30
782,148,12,-12,0,180,10,80,20,800,400,20,12,30
758,197,-12,-3,0,200,10,80,20,800,400,20,12,30
746,194,-12,-3,0,200,10,80,20,800,400,20,12,30
